booking_id,user_id,venue_id,booking_date,booking_time,sport,city,area,venue_name,court_type,duration_hours,players_count,booking_amount,discount,final_amount,payment_method,booking_status,cancellation_reason,booking_source,booking_lead_days,rating,booking_hour,month,day_type,weekday,is_cancelled
B008242,U03229,V088,2026-08-22,10:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,2,650,0,650,Card,Completed,,App,2,5.0,10,August,Weekend,Saturday,0
B008243,U03145,V077,2026-02-22,17:30:00,Table Tennis,Bengaluru,Yelahanka,Table Tennis Arena 077,Indoor,1,4,300,0,300,Card,Completed,,App,12,4.6,17,February,Weekend,Sunday,0
B008244,U00918,V100,2026-08-17,17:00:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,6,1100,0,1100,Wallet,Completed,,App,11,3.1,17,August,Weekday,Monday,0
B008245,U02629,V005,2026-08-23,17:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,1,4,550,0,550,Card,Completed,,App,8,4.4,17,August,Weekend,Sunday,0
B008246,U03244,V055,2026-07-15,13:30:00,Football,Bengaluru,Koramangala,Football Arena 055,Indoor,1,8,1200,0,1200,Card,Completed,,App,8,3.7,13,July,Weekday,Wednesday,0
B008247,U04009,V078,2026-06-19,17:00:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,12,1450,0,1450,UPI,Completed,,App,8,4.9,17,June,Weekday,Friday,0
B008248,U02784,V080,2026-01-04,09:00:00,Tennis,Mumbai,Borivali,Tennis Arena 080,Indoor,1,4,800,0,800,Net Banking,Completed,,App,2,3.8,9,January,Weekend,Sunday,0
B008249,U04657,V070,2026-03-01,07:00:00,Badminton,Pune,Baner,Badminton Arena 070,Outdoor,1,2,550,0,550,UPI,Cancelled,Weather,App,9,,7,March,Weekend,Sunday,1
B008250,U01003,V002,2026-06-22,13:30:00,Tennis,Mumbai,Thane,Tennis Arena 002,Indoor,1,4,750,112,638,UPI,Completed,,App,5,4.5,13,June,Weekday,Monday,0
B008251,U04983,V068,2026-03-13,19:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,1,700,0,700,Card,Completed,,App,3,4.6,19,March,Weekday,Friday,0
B008252,U02428,V063,2026-08-18,17:30:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 063,Indoor,1,1,900,0,900,Card,Completed,,App,5,4.4,17,August,Weekday,Tuesday,0
B008253,U04553,V080,2026-03-16,20:00:00,Tennis,Mumbai,Borivali,Tennis Arena 080,Indoor,1,4,800,24,776,Card,Completed,,App,4,3.9,20,March,Weekday,Monday,0
B008254,U01540,V100,2026-03-07,15:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,7,1100,0,1100,UPI,Completed,,App,10,3.4,15,March,Weekend,Saturday,0
B008255,U00084,V085,2026-07-29,15:00:00,Tennis,Hyderabad,Madhapur,Tennis Arena 085,Outdoor,1,1,600,0,600,UPI,Completed,,App,9,4.5,15,July,Weekday,Wednesday,0
B008256,U01937,V081,2026-07-29,18:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 081,Outdoor,1,3,800,0,800,Card,Completed,,App,7,5.0,18,July,Weekday,Wednesday,0
B008257,U03286,V067,2026-01-22,16:00:00,Cricket,Chennai,Velachery,Cricket Arena 067,Indoor,1,10,1850,0,1850,Net Banking,Completed,,App,8,4.1,16,January,Weekday,Thursday,0
B008258,U03463,V088,2026-05-20,15:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,1,650,0,650,Card,Completed,,App,3,4.0,15,May,Weekday,Wednesday,0
B008259,U02407,V070,2026-07-28,16:00:00,Badminton,Pune,Baner,Badminton Arena 070,Outdoor,1,3,550,0,550,UPI,Completed,,Website,5,4.0,16,July,Weekday,Tuesday,0
B008260,U01598,V083,2026-02-20,11:00:00,Badminton,Mumbai,Andheri,Badminton Arena 083,Indoor,1,4,500,0,500,UPI,Completed,,App,6,4.5,11,February,Weekday,Friday,0
B008261,U00058,V098,2026-05-25,13:30:00,Badminton,Mumbai,Powai,Badminton Arena 098,Outdoor,1,2,600,0,600,Card,Completed,,App,12,3.5,13,May,Weekday,Monday,0
B008262,U04533,V086,2026-06-13,17:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,1,1,1200,36,1164,Card,Cancelled,Price,App,9,,17,June,Weekend,Saturday,1
B008263,U02922,V003,2026-04-03,17:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,2,750,0,750,Net Banking,Completed,,App,10,4.6,17,April,Weekday,Friday,0
B008264,U02812,V039,2026-02-18,17:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 039,Outdoor,2,4,1300,104,1196,Card,Completed,,App,6,5.0,17,February,Weekday,Wednesday,0
B008265,U02697,V087,2026-01-16,13:00:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,4,400,0,400,Card,Completed,,App,1,5.0,13,January,Weekday,Friday,0
B008266,U01774,V011,2026-08-21,16:30:00,Cricket,Bengaluru,Whitefield,Cricket Arena 011,Outdoor,1,10,1750,0,1750,UPI,Completed,,App,9,4.2,16,August,Weekday,Friday,0
B008267,U02835,V096,2026-07-22,21:00:00,Tennis,Bengaluru,Marathahalli,Tennis Arena 096,Outdoor,1,1,650,0,650,Net Banking,Completed,,App,6,3.4,21,July,Weekday,Wednesday,0
B008268,U03220,V030,2026-02-13,20:30:00,Basketball,Bengaluru,Whitefield,Basketball Arena 030,Indoor,1,3,900,0,900,Net Banking,Completed,,Website,2,4.7,20,February,Weekday,Friday,0
B008269,U01600,V050,2026-04-17,17:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 050,Outdoor,1,4,500,0,500,UPI,Completed,,App,11,4.2,17,April,Weekday,Friday,0
B008270,U03547,V100,2026-08-25,20:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,2,6,2200,0,2200,Card,Completed,,App,6,4.0,20,August,Weekday,Tuesday,0
B008271,U03207,V067,2026-05-30,18:00:00,Cricket,Chennai,Velachery,Cricket Arena 067,Indoor,1,11,1850,0,1850,UPI,Completed,,App,3,4.3,18,May,Weekend,Saturday,0
B008272,U04360,V048,2026-04-04,16:30:00,Badminton,Bengaluru,Yelahanka,Badminton Arena 048,Indoor,1,3,600,48,552,UPI,Completed,,App,2,4.7,16,April,Weekend,Saturday,0
B008273,U04107,V040,2026-01-08,19:00:00,Table Tennis,Bengaluru,Whitefield,Table Tennis Arena 040,Indoor,1,3,400,0,400,UPI,Completed,,App,3,4.1,19,January,Weekday,Thursday,0
B008274,U03940,V100,2026-04-20,15:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,7,1100,88,1012,Wallet,Completed,,App,13,3.1,15,April,Weekday,Monday,0
B008275,U01921,V016,2026-01-18,20:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,1,4,400,0,400,UPI,Completed,,App,13,3.5,20,January,Weekend,Sunday,0
B008276,U00263,V032,2026-08-26,15:00:00,Badminton,Pune,Baner,Badminton Arena 032,Outdoor,1,3,750,0,750,Card,Completed,,App,9,4.0,15,August,Weekday,Wednesday,0
B008277,U01855,V100,2026-03-21,19:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,11,1100,88,1012,UPI,Completed,,App,13,3.7,19,March,Weekend,Saturday,0
B008278,U02888,V062,2026-08-27,14:30:00,Football,Hyderabad,Banjara Hills,Football Arena 062,Indoor,1,10,1500,225,1275,UPI,Completed,,App,14,4.1,14,August,Weekday,Thursday,0
B008279,U00454,V086,2026-04-28,20:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,1,3,1200,0,1200,UPI,Completed,,App,9,4.7,20,April,Weekday,Tuesday,0
B008280,U01255,V076,2026-07-31,13:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,3,550,0,550,Card,Completed,,App,8,4.0,13,July,Weekday,Friday,0
B008281,U03672,V040,2026-08-19,18:30:00,Table Tennis,Bengaluru,Whitefield,Table Tennis Arena 040,Indoor,1,3,400,0,400,Wallet,Cancelled,Personal,App,13,,18,August,Weekday,Wednesday,1
B008282,U03188,V078,2026-03-13,16:00:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,6,1450,0,1450,UPI,Completed,,App,13,5.0,16,March,Weekday,Friday,0
B008283,U04646,V071,2026-04-04,06:00:00,Badminton,Pune,Wakad,Badminton Arena 071,Indoor,1,1,650,0,650,UPI,Completed,,App,1,3.9,6,April,Weekend,Saturday,0
B008284,U00199,V066,2026-02-07,15:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 066,Outdoor,1,1,850,0,850,UPI,Completed,,App,9,4.4,15,February,Weekend,Saturday,0
B008285,U03815,V011,2026-06-06,13:30:00,Cricket,Bengaluru,Whitefield,Cricket Arena 011,Outdoor,1,6,1750,0,1750,Card,Cancelled,Weather,App,3,,13,June,Weekend,Saturday,1
B008286,U00286,V074,2026-07-24,17:30:00,Cricket,Chennai,Anna Nagar,Cricket Arena 074,Indoor,1,11,1200,0,1200,UPI,Completed,,App,9,2.9,17,July,Weekday,Friday,0
B008287,U01152,V006,2026-03-22,14:00:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 006,Outdoor,1,1,650,0,650,Net Banking,Completed,,App,9,4.0,14,March,Weekend,Sunday,0
B008288,U01231,V009,2026-08-20,09:30:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,1,4,600,90,510,UPI,Completed,,App,13,4.6,9,August,Weekday,Thursday,0
B008289,U02933,V019,2026-04-17,21:30:00,Tennis,Mumbai,Powai,Tennis Arena 019,Outdoor,1,1,650,0,650,UPI,Completed,,App,2,4.2,21,April,Weekday,Friday,0
B008290,U00258,V025,2026-07-28,19:30:00,Cricket,Pune,Wakad,Cricket Arena 025,Outdoor,1,11,1450,44,1406,UPI,Completed,,App,2,3.4,19,July,Weekday,Tuesday,0
B008291,U00776,V005,2026-07-20,08:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,2,1,1100,0,1100,UPI,Completed,,Website,3,3.6,8,July,Weekday,Monday,0
B008292,U00511,V005,2026-05-10,14:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,1,1,550,0,550,UPI,Completed,,App,8,4.0,14,May,Weekend,Sunday,0
B008293,U04656,V054,2026-07-06,17:30:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,1,450,36,414,Net Banking,Cancelled,Personal,App,7,,17,July,Weekday,Monday,1
B008294,U00701,V067,2026-02-11,15:00:00,Cricket,Chennai,Velachery,Cricket Arena 067,Indoor,1,11,1850,0,1850,UPI,Completed,,Website,1,4.2,15,February,Weekday,Wednesday,0
B008295,U04237,V068,2026-04-28,14:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,2,700,0,700,Card,Completed,,App,10,4.2,14,April,Weekday,Tuesday,0
B008296,U00978,V012,2026-08-04,17:00:00,Badminton,Pune,Kothrud,Badminton Arena 012,Outdoor,1,4,500,0,500,UPI,Cancelled,Weather,App,8,,17,August,Weekday,Tuesday,1
B008297,U04836,V090,2026-01-21,13:30:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 090,Outdoor,1,1,600,0,600,UPI,Completed,,App,9,4.5,13,January,Weekday,Wednesday,0
B008298,U04044,V006,2026-08-26,18:30:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 006,Outdoor,1,1,650,0,650,Card,Completed,,App,1,4.5,18,August,Weekday,Wednesday,0
B008299,U03967,V074,2026-05-10,10:30:00,Cricket,Chennai,Anna Nagar,Cricket Arena 074,Indoor,1,12,1200,0,1200,UPI,Completed,,Website,14,3.9,10,May,Weekend,Sunday,0
B008300,U01876,V091,2026-01-05,15:30:00,Badminton,Pune,Kothrud,Badminton Arena 091,Indoor,1,1,700,0,700,Card,Completed,,App,3,4.9,15,January,Weekday,Monday,0
B008301,U03735,V087,2026-01-17,11:30:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,2,3,800,0,800,UPI,Completed,,App,6,5.0,11,January,Weekend,Saturday,0
B008302,U00213,V038,2026-01-24,15:00:00,Table Tennis,Hyderabad,Gachibowli,Table Tennis Arena 038,Indoor,2,2,900,0,900,Net Banking,Completed,,App,9,3.8,15,January,Weekend,Saturday,0
B008303,U03807,V030,2026-05-16,18:30:00,Basketball,Bengaluru,Whitefield,Basketball Arena 030,Indoor,1,2,900,0,900,UPI,Cancelled,Weather,App,4,,18,May,Weekend,Saturday,1
B008304,U03088,V037,2026-06-07,19:00:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,4,1100,0,1100,UPI,Completed,,App,4,3.6,19,June,Weekend,Sunday,0
B008305,U04484,V025,2026-06-27,12:00:00,Cricket,Pune,Wakad,Cricket Arena 025,Outdoor,1,12,1450,0,1450,UPI,Completed,,App,13,3.4,12,June,Weekend,Saturday,0
B008306,U00833,V044,2026-05-30,18:30:00,Table Tennis,Chennai,Velachery,Table Tennis Arena 044,Indoor,1,3,400,12,388,Card,Completed,,App,5,3.7,18,May,Weekend,Saturday,0
B008307,U00798,V060,2026-02-28,10:00:00,Cricket,Mumbai,Bandra,Cricket Arena 060,Indoor,1,12,1800,0,1800,UPI,Completed,,App,5,4.5,10,February,Weekend,Saturday,0
B008308,U00038,V014,2026-06-01,13:00:00,Cricket,Chennai,Velachery,Cricket Arena 014,Indoor,1,8,2100,0,2100,Net Banking,Completed,,App,2,3.9,13,June,Weekday,Monday,0
B008309,U02964,V067,2026-01-26,16:30:00,Cricket,Chennai,Velachery,Cricket Arena 067,Indoor,1,11,1850,0,1850,UPI,Completed,,App,11,4.5,16,January,Weekday,Monday,0
B008310,U01049,V068,2026-03-02,22:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,3,700,0,700,UPI,Completed,,Website,4,4.9,22,March,Weekday,Monday,0
B008311,U04947,V036,2026-05-16,22:30:00,Badminton,Pune,Wakad,Badminton Arena 036,Indoor,1,1,450,0,450,UPI,Completed,,App,10,4.2,22,May,Weekend,Saturday,0
B008312,U01162,V025,2026-01-12,16:00:00,Cricket,Pune,Wakad,Cricket Arena 025,Outdoor,1,7,1450,0,1450,Card,Completed,,App,7,3.5,16,January,Weekday,Monday,0
B008313,U01961,V008,2026-01-14,19:30:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,4,650,0,650,UPI,Completed,,App,9,2.9,19,January,Weekday,Wednesday,0
B008314,U04157,V025,2026-01-30,17:00:00,Cricket,Pune,Wakad,Cricket Arena 025,Outdoor,1,10,1450,0,1450,Net Banking,Completed,,App,4,3.9,17,January,Weekday,Friday,0
B008315,U04207,V036,2026-07-02,18:00:00,Badminton,Pune,Wakad,Badminton Arena 036,Indoor,1,4,450,0,450,UPI,Completed,,App,9,4.7,18,July,Weekday,Thursday,0
B008316,U04354,V030,2026-04-09,18:30:00,Basketball,Bengaluru,Whitefield,Basketball Arena 030,Indoor,1,2,900,0,900,UPI,Completed,,App,5,3.6,18,April,Weekday,Thursday,0
B008317,U01873,V079,2026-07-08,18:30:00,Badminton,Mumbai,Borivali,Badminton Arena 079,Outdoor,1,2,650,0,650,UPI,Completed,,App,10,5.0,18,July,Weekday,Wednesday,0
B008318,U00135,V060,2026-03-03,16:00:00,Cricket,Mumbai,Bandra,Cricket Arena 060,Indoor,1,6,1800,0,1800,Wallet,Completed,,App,10,3.8,16,March,Weekday,Tuesday,0
B008319,U02237,V045,2026-01-31,19:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,1,7,1750,140,1610,UPI,Completed,,App,9,4.2,19,January,Weekend,Saturday,0
B008320,U02384,V047,2026-08-08,16:30:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 047,Indoor,1,4,650,20,630,Card,Completed,,App,9,4.3,16,August,Weekend,Saturday,0
B008321,U02673,V050,2026-08-26,18:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 050,Outdoor,1,4,500,0,500,Card,Cancelled,Price,App,7,,18,August,Weekday,Wednesday,1
B008322,U03073,V069,2026-01-27,20:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 069,Outdoor,1,2,650,52,598,UPI,Completed,,App,7,4.5,20,January,Weekday,Tuesday,0
B008323,U02774,V082,2026-08-16,18:00:00,Cricket,Hyderabad,Kondapur,Cricket Arena 082,Indoor,1,7,2050,0,2050,UPI,Cancelled,Personal,App,6,,18,August,Weekend,Sunday,1
B008324,U00086,V096,2026-01-01,16:00:00,Tennis,Bengaluru,Marathahalli,Tennis Arena 096,Outdoor,1,4,650,0,650,UPI,Completed,,Website,1,3.5,16,January,Weekday,Thursday,0
B008325,U02128,V042,2026-02-10,17:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 042,Outdoor,1,4,700,56,644,UPI,Completed,,App,3,4.2,17,February,Weekday,Tuesday,0
B008326,U01845,V050,2026-05-22,18:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 050,Outdoor,2,3,1000,0,1000,UPI,Cancelled,Personal,App,4,,18,May,Weekday,Friday,1
B008327,U02851,V007,2026-03-15,10:30:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,11,1500,0,1500,Wallet,Completed,,App,12,5.0,10,March,Weekend,Sunday,0
B008328,U00801,V004,2026-06-27,17:00:00,Table Tennis,Hyderabad,Madhapur,Table Tennis Arena 004,Outdoor,1,3,400,12,388,Card,Cancelled,Price,App,1,,17,June,Weekend,Saturday,1
B008329,U04003,V054,2026-02-11,15:30:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,3,450,14,436,Net Banking,Completed,,App,4,4.3,15,February,Weekday,Wednesday,0
B008330,U02223,V045,2026-07-18,12:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,1,8,1750,0,1750,UPI,Completed,,App,9,4.1,12,July,Weekend,Saturday,0
B008331,U00866,V031,2026-02-09,20:30:00,Football,Chennai,Anna Nagar,Football Arena 031,Indoor,2,6,3000,0,3000,UPI,Completed,,App,10,4.1,20,February,Weekday,Monday,0
B008332,U02912,V080,2026-01-14,16:30:00,Tennis,Mumbai,Borivali,Tennis Arena 080,Indoor,1,3,800,24,776,UPI,Completed,,App,10,3.9,16,January,Weekday,Wednesday,0
B008333,U01083,V061,2026-04-10,16:00:00,Cricket,Chennai,OMR,Cricket Arena 061,Outdoor,1,8,2000,0,2000,Wallet,Completed,,App,6,4.9,16,April,Weekday,Friday,0
B008334,U00406,V045,2026-04-01,17:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,1,8,1750,0,1750,Card,Completed,,Website,2,4.2,17,April,Weekday,Wednesday,0
B008335,U02535,V003,2026-05-19,17:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,4,750,0,750,Card,Completed,,App,14,3.6,17,May,Weekday,Tuesday,0
B008336,U02802,V047,2026-07-10,13:30:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 047,Indoor,1,3,650,0,650,Card,Completed,,App,13,4.4,13,July,Weekday,Friday,0
B008337,U00283,V049,2026-04-16,17:30:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,9,1150,34,1116,UPI,Completed,,App,5,4.3,17,April,Weekday,Thursday,0
B008338,U00737,V003,2026-02-18,15:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,2,750,0,750,UPI,Completed,,App,13,4.2,15,February,Weekday,Wednesday,0
B008339,U04552,V003,2026-06-14,18:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,2,750,0,750,Card,Completed,,App,3,5.0,18,June,Weekend,Sunday,0
B008340,U00222,V093,2026-04-16,19:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 093,Indoor,1,3,650,0,650,UPI,Completed,,App,6,4.0,19,April,Weekday,Thursday,0
B008341,U02928,V083,2026-05-18,06:30:00,Badminton,Mumbai,Andheri,Badminton Arena 083,Indoor,1,1,500,0,500,Card,Completed,,App,12,4.4,6,May,Weekday,Monday,0
B008342,U01551,V004,2026-07-01,18:30:00,Table Tennis,Hyderabad,Madhapur,Table Tennis Arena 004,Outdoor,1,1,400,0,400,UPI,Completed,,App,13,5.0,18,July,Weekday,Wednesday,0
B008343,U01956,V059,2026-01-07,15:00:00,Badminton,Bengaluru,Koramangala,Badminton Arena 059,Outdoor,1,1,650,0,650,UPI,Completed,,Website,10,4.2,15,January,Weekday,Wednesday,0
B008344,U03257,V035,2026-03-22,15:30:00,Badminton,Mumbai,Powai,Badminton Arena 035,Indoor,1,2,450,0,450,Card,Completed,,App,7,4.5,15,March,Weekend,Sunday,0
B008345,U00716,V053,2026-05-20,15:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 053,Outdoor,2,4,1200,36,1164,UPI,Completed,,App,10,4.5,15,May,Weekday,Wednesday,0
B008346,U01065,V016,2026-08-17,17:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,1,1,400,0,400,UPI,Completed,,Website,11,3.4,17,August,Weekday,Monday,0
B008347,U04876,V051,2026-04-11,11:30:00,Badminton,Chennai,Anna Nagar,Badminton Arena 051,Indoor,2,3,1200,0,1200,UPI,Completed,,App,3,3.7,11,April,Weekend,Saturday,0
B008348,U00708,V026,2026-02-24,18:30:00,Badminton,Hyderabad,Banjara Hills,Badminton Arena 026,Outdoor,2,2,1500,0,1500,UPI,Cancelled,Weather,App,9,,18,February,Weekday,Tuesday,1
B008349,U02755,V038,2026-06-13,16:30:00,Table Tennis,Hyderabad,Gachibowli,Table Tennis Arena 038,Indoor,1,4,450,0,450,UPI,Completed,,Website,3,3.4,16,June,Weekend,Saturday,0
B008350,U03557,V068,2026-01-07,12:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,3,700,21,679,Wallet,Completed,,App,10,4.8,12,January,Weekday,Wednesday,0
B008351,U02052,V034,2026-06-01,16:30:00,Badminton,Chennai,Adyar,Badminton Arena 034,Indoor,1,2,650,0,650,Net Banking,Completed,,App,1,4.3,16,June,Weekday,Monday,0
B008352,U00449,V021,2026-02-03,17:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 021,Outdoor,1,4,1150,0,1150,UPI,Cancelled,Weather,App,5,,17,February,Weekday,Tuesday,1
B008353,U00511,V041,2026-05-06,15:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 041,Outdoor,1,3,450,14,436,Card,Completed,,Website,10,4.2,15,May,Weekday,Wednesday,0
B008354,U00046,V059,2026-07-12,20:30:00,Badminton,Bengaluru,Koramangala,Badminton Arena 059,Outdoor,1,3,650,20,630,Card,Completed,,App,10,3.8,20,July,Weekend,Sunday,0
B008355,U04427,V089,2026-01-29,18:00:00,Badminton,Mumbai,Andheri,Badminton Arena 089,Indoor,1,4,650,0,650,Card,Completed,,App,2,4.1,18,January,Weekday,Thursday,0
B008356,U01161,V003,2026-01-26,18:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,2,750,0,750,Net Banking,Completed,,App,13,3.7,18,January,Weekday,Monday,0
B008357,U01672,V056,2026-03-15,08:00:00,Badminton,Hyderabad,Kondapur,Badminton Arena 056,Outdoor,1,3,750,0,750,UPI,Completed,,App,5,4.8,8,March,Weekend,Sunday,0
B008358,U01895,V062,2026-07-12,16:00:00,Football,Hyderabad,Banjara Hills,Football Arena 062,Indoor,2,11,3000,0,3000,UPI,Completed,,Website,8,4.0,16,July,Weekend,Sunday,0
B008359,U01855,V018,2026-02-14,20:30:00,Basketball,Mumbai,Bandra,Basketball Arena 018,Indoor,1,2,950,0,950,UPI,Completed,,App,1,4.9,20,February,Weekend,Saturday,0
B008360,U01167,V089,2026-01-17,18:30:00,Badminton,Mumbai,Andheri,Badminton Arena 089,Indoor,1,4,650,0,650,UPI,Completed,,App,14,4.0,18,January,Weekend,Saturday,0
B008361,U04681,V096,2026-08-21,14:30:00,Tennis,Bengaluru,Marathahalli,Tennis Arena 096,Outdoor,1,3,650,0,650,UPI,Cancelled,Price,App,12,,14,August,Weekday,Friday,1
B008362,U01450,V084,2026-06-13,20:30:00,Table Tennis,Pune,Hinjewadi,Table Tennis Arena 084,Outdoor,1,3,300,24,276,UPI,Completed,,App,11,4.0,20,June,Weekend,Saturday,0
B008363,U03250,V015,2026-07-20,15:00:00,Table Tennis,Bengaluru,Indiranagar,Table Tennis Arena 015,Outdoor,1,1,400,0,400,UPI,Completed,,App,14,4.2,15,July,Weekday,Monday,0
B008364,U02398,V066,2026-08-19,20:00:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 066,Outdoor,1,4,850,128,722,UPI,Completed,,App,14,4.0,20,August,Weekday,Wednesday,0
B008365,U03549,V030,2026-03-04,16:00:00,Basketball,Bengaluru,Whitefield,Basketball Arena 030,Indoor,1,2,900,0,900,Card,Completed,,App,8,3.8,16,March,Weekday,Wednesday,0
B008366,U03507,V076,2026-05-31,19:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,2,550,0,550,UPI,Completed,,App,3,3.6,19,May,Weekend,Sunday,0
B008367,U03993,V039,2026-04-03,17:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 039,Outdoor,1,3,650,0,650,Wallet,Completed,,App,10,4.8,17,April,Weekday,Friday,0
B008368,U03990,V064,2026-03-07,14:30:00,Badminton,Chennai,Anna Nagar,Badminton Arena 064,Outdoor,1,3,450,14,436,Wallet,Completed,,App,12,5.0,14,March,Weekend,Saturday,0
B008369,U00278,V057,2026-07-29,18:00:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 057,Outdoor,1,3,350,0,350,Card,Completed,,App,7,3.0,18,July,Weekday,Wednesday,0
B008370,U03957,V063,2026-04-02,06:30:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 063,Indoor,1,2,900,72,828,UPI,Completed,,App,9,4.3,6,April,Weekday,Thursday,0
B008371,U04037,V007,2026-04-27,19:30:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,7,1500,0,1500,UPI,Completed,,App,5,4.8,19,April,Weekday,Monday,0
B008372,U01474,V086,2026-08-27,21:30:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,1,3,1200,36,1164,UPI,Completed,,App,4,4.3,21,August,Weekday,Thursday,0
B008373,U00478,V072,2026-02-11,13:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 072,Indoor,1,6,1500,0,1500,Wallet,Completed,,Website,4,3.8,13,February,Weekday,Wednesday,0
B008374,U00510,V087,2026-08-29,20:30:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,4,400,0,400,Wallet,Completed,,App,5,5.0,20,August,Weekend,Saturday,0
B008375,U00757,V023,2026-03-12,12:00:00,Tennis,Hyderabad,Kondapur,Tennis Arena 023,Outdoor,1,2,700,0,700,UPI,Completed,,App,12,3.2,12,March,Weekday,Thursday,0
B008376,U02971,V076,2026-03-16,16:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,1,550,0,550,Card,Completed,,App,3,3.8,16,March,Weekday,Monday,0
